rented_at,season,weather,holiday,working_day,temp,feels_like,humidity,windspeed,casual,registered,rentals
2011-12-24T00:00,winter,mist,False,False,0.32,0.32,0.7,0.16,3,20,23
2011-12-24T01:00,winter,mist,False,False,0.32,0.35,0.66,0.0,1,15,16
2011-12-24T02:00,winter,mist,False,False,0.32,0.33,0.66,0.09,4,22,26
2011-12-24T03:00,winter,mist,False,False,0.32,0.33,0.7,0.09,0,5,5
2011-12-24T04:00,winter,mist,False,False,0.32,0.32,0.66,0.16,0,3,3
2011-12-24T05:00,winter,mist,False,False,0.32,0.32,0.66,0.16,1,3,4
2011-12-24T06:00,winter,mist,False,False,0.3,0.3,0.75,0.16,0,10,10
2011-12-24T07:00,winter,clear,False,False,0.3,0.27,0.7,0.36,0,10,10
2011-12-24T08:00,winter,clear,False,False,0.28,0.27,0.7,0.19,0,27,27
2011-12-24T09:00,winter,clear,False,False,0.3,0.27,0.45,0.42,3,53,56
2011-12-24T10:00,winter,clear,False,False,0.3,0.26,0.42,0.49,4,52,56
2011-12-24T11:00,winter,clear,False,False,0.32,0.29,0.39,0.36,9,62,71
2011-12-24T12:00,winter,clear,False,False,0.34,0.32,0.39,0.28,15,79,94
2011-12-24T13:00,winter,clear,False,False,0.34,0.3,0.39,0.3,24,97,121
2011-12-24T14:00,winter,clear,False,False,0.34,0.3,0.39,0.3,15,70,85
2011-12-24T15:00,winter,clear,False,False,0.32,0.3,0.39,0.22,15,82,97
2011-12-24T16:00,winter,clear,False,False,0.32,0.32,0.42,0.19,25,74,99
2011-12-24T17:00,winter,clear,False,False,0.28,0.29,0.45,0.13,15,53,68
2011-12-24T18:00,winter,clear,False,False,0.3,0.32,0.42,0.09,2,33,35
2011-12-24T19:00,winter,clear,False,False,0.3,0.32,0.52,0.09,1,24,25
2011-12-24T20:00,winter,clear,False,False,0.26,0.27,0.56,0.13,5,19,24
2011-12-24T21:00,winter,clear,False,False,0.26,0.26,0.56,0.16,4,15,19
2011-12-24T22:00,winter,clear,False,False,0.24,0.29,0.52,0.0,8,12,20
2011-12-24T23:00,winter,clear,False,False,0.24,0.26,0.56,0.0,1,16,17
2011-12-25T00:00,winter,clear,False,False,0.24,0.23,0.6,0.19,2,4,6
2011-12-25T01:00,winter,clear,False,False,0.22,0.23,0.69,0.13,2,2,4
2011-12-25T02:00,winter,clear,False,False,0.22,0.26,0.75,0.09,0,2,2
2011-12-25T03:00,winter,clear,False,False,0.22,0.27,0.72,0.0,1,3,4
2011-12-25T05:00,winter,clear,False,False,0.2,0.23,0.75,0.1,0,1,1
2011-12-25T06:00,winter,clear,False,False,0.2,0.23,0.75,0.1,0,1,1
2011-12-25T07:00,winter,clear,False,False,0.22,0.24,0.8,0.1,0,4,4
2011-12-25T08:00,winter,clear,False,False,0.2,0.21,0.8,0.16,1,4,5
2011-12-25T09:00,winter,clear,False,False,0.24,0.24,0.87,0.16,3,20,23
2011-12-25T10:00,winter,clear,False,False,0.26,0.24,0.81,0.25,31,12,43
2011-12-25T11:00,winter,clear,False,False,0.3,0.3,0.7,0.16,43,42,85
2011-12-25T12:00,winter,clear,False,False,0.3,0.27,0.75,0.3,25,41,66
2011-12-25T13:00,winter,clear,False,False,0.32,0.3,0.7,0.25,40,39,79
2011-12-25T14:00,winter,clear,False,False,0.34,0.32,0.61,0.25,41,45,86
2011-12-25T15:00,winter,clear,False,False,0.34,0.33,0.61,0.19,43,48,91
2011-12-25T16:00,winter,clear,False,False,0.36,0.36,0.57,0.1,35,51,86
2011-12-25T17:00,winter,clear,False,False,0.34,0.33,0.61,0.13,11,33,44
2011-12-25T18:00,winter,clear,False,False,0.32,0.32,0.7,0.19,7,23,30
2011-12-25T19:00,winter,clear,False,False,0.32,0.33,0.57,0.13,2,14,16
2011-12-25T20:00,winter,clear,False,False,0.32,0.33,0.49,0.09,8,18,26
2011-12-25T21:00,winter,clear,False,False,0.3,0.3,0.56,0.13,4,15,19
2011-12-25T22:00,winter,clear,False,False,0.28,0.27,0.61,0.16,2,15,17
2011-12-25T23:00,winter,clear,False,False,0.26,0.27,0.65,0.13,2,14,16
2011-12-26T00:00,winter,clear,True,False,0.22,0.23,0.75,0.16,5,6,11
2011-12-26T01:00,winter,clear,True,False,0.28,0.27,0.56,0.19,3,7,10
2011-12-26T02:00,winter,clear,True,False,0.34,0.32,0.46,0.22,2,5,7
2011-12-26T04:00,winter,clear,True,False,0.34,0.3,0.46,0.3,0,2,2
2011-12-26T05:00,winter,clear,True,False,0.34,0.3,0.42,0.39,0,4,4
2011-12-26T06:00,winter,clear,True,False,0.32,0.3,0.45,0.28,0,4,4
2011-12-26T07:00,winter,clear,True,False,0.32,0.32,0.45,0.19,2,17,19
2011-12-26T08:00,winter,clear,True,False,0.32,0.33,0.45,0.13,5,13,18
2011-12-26T09:00,winter,clear,True,False,0.34,0.3,0.46,0.3,24,38,62
2011-12-26T10:00,winter,clear,True,False,0.34,0.29,0.42,0.52,31,39,70
2011-12-26T11:00,winter,clear,True,False,0.34,0.29,0.46,0.58,40,51,91
2011-12-26T12:00,winter,clear,True,False,0.36,0.32,0.43,0.46,34,66,100
2011-12-26T13:00,winter,clear,True,False,0.38,0.39,0.4,0.3,57,83,140
2011-12-26T14:00,winter,clear,True,False,0.38,0.39,0.4,0.33,73,80,153
2011-12-26T15:00,winter,clear,True,False,0.38,0.39,0.4,0.25,26,105,131
2011-12-26T16:00,winter,clear,True,False,0.36,0.33,0.43,0.28,28,69,97
2011-12-26T17:00,winter,clear,True,False,0.34,0.32,0.46,0.22,30,67,97
2011-12-26T18:00,winter,clear,True,False,0.32,0.33,0.49,0.09,21,54,75
2011-12-26T19:00,winter,clear,True,False,0.3,0.32,0.65,0.09,16,49,65
2011-12-26T20:00,winter,clear,True,False,0.3,0.32,0.56,0.09,14,42,56
2011-12-26T21:00,winter,clear,True,False,0.26,0.3,0.7,0.0,10,39,49
2011-12-26T22:00,winter,clear,True,False,0.26,0.3,0.7,0.0,5,22,27
2011-12-26T23:00,winter,clear,True,False,0.26,0.27,0.7,0.1,4,25,29
2011-12-27T00:00,winter,clear,False,True,0.26,0.26,0.7,0.16,3,9,12
2011-12-27T01:00,winter,clear,False,True,0.26,0.27,0.7,0.13,0,6,6
2011-12-27T02:00,winter,clear,False,True,0.26,0.27,0.7,0.13,2,2,4
2011-12-27T03:00,winter,mist,False,True,0.3,0.29,0.61,0.22,0,3,3
2011-12-27T04:00,winter,mist,False,True,0.3,0.29,0.65,0.22,0,3,3
2011-12-27T05:00,winter,mist,False,True,0.3,0.27,0.64,0.28,0,8,8
2011-12-27T06:00,winter,mist,False,True,0.3,0.27,0.61,0.3,0,35,35
2011-12-27T07:00,winter,mist,False,True,0.3,0.29,0.65,0.28,1,79,80
2011-12-27T08:00,winter,mist,False,True,0.3,0.3,0.65,0.16,9,155,164
2011-12-27T09:00,winter,light rain,False,True,0.32,0.33,0.66,0.1,19,85,104
2011-12-27T10:00,winter,mist,False,True,0.32,0.33,0.66,0.09,13,47,60
2011-12-27T11:00,winter,light rain,False,True,0.32,0.33,0.66,0.1,6,24,30
2011-12-27T12:00,winter,light rain,False,True,0.3,0.32,0.81,0.09,8,16,24
2011-12-27T13:00,winter,light rain,False,True,0.3,0.3,0.87,0.13,1,19,20
2011-12-27T14:00,winter,light rain,False,True,0.42,0.42,0.82,0.39,0,14,14
2011-12-27T15:00,winter,light rain,False,True,0.42,0.42,0.82,0.39,2,17,19
2011-12-27T16:00,winter,light rain,False,True,0.44,0.44,0.88,0.33,2,44,46
2011-12-27T17:00,winter,light rain,False,True,0.4,0.41,0.87,0.13,6,109,115
2011-12-27T18:00,winter,clear,False,True,0.38,0.39,0.87,0.28,9,126,135
2011-12-27T19:00,winter,clear,False,True,0.34,0.33,0.87,0.16,3,87,90
2011-12-27T20:00,winter,clear,False,True,0.32,0.33,0.93,0.09,3,66,69
2011-12-27T21:00,winter,clear,False,True,0.32,0.33,0.87,0.09,11,52,63
2011-12-27T22:00,winter,clear,False,True,0.32,0.33,0.87,0.09,3,29,32
2011-12-27T23:00,winter,clear,False,True,0.3,0.3,0.93,0.13,2,24,26
2011-12-28T00:00,winter,clear,False,True,0.32,0.32,0.87,0.16,0,10,10
2011-12-28T01:00,winter,clear,False,True,0.32,0.32,0.76,0.16,0,12,12
2011-12-28T02:00,winter,clear,False,True,0.32,0.3,0.61,0.25,0,7,7
2011-12-28T03:00,winter,clear,False,True,0.32,0.3,0.61,0.25,0,4,4
2011-12-28T05:00,winter,clear,False,True,0.32,0.29,0.57,0.36,0,9,9
2011-12-28T06:00,winter,clear,False,True,0.32,0.3,0.57,0.25,1,42,43
2011-12-28T07:00,winter,clear,False,True,0.32,0.3,0.57,0.25,4,106,110
2011-12-28T08:00,winter,clear,False,True,0.32,0.29,0.57,0.36,11,206,217
2011-12-28T09:00,winter,clear,False,True,0.32,0.3,0.57,0.33,18,171,189
2011-12-28T10:00,winter,clear,False,True,0.34,0.32,0.57,0.22,12,84,96
2011-12-28T11:00,winter,clear,False,True,0.36,0.33,0.46,0.36,18,93,111
2011-12-28T12:00,winter,clear,False,True,0.34,0.29,0.46,0.55,32,108,140
2011-12-28T13:00,winter,clear,False,True,0.34,0.29,0.39,0.46,24,135,159
2011-12-28T14:00,winter,clear,False,True,0.32,0.29,0.39,0.39,24,96,120
2011-12-28T15:00,winter,clear,False,True,0.32,0.29,0.36,0.42,16,101,117
2011-12-28T16:00,winter,clear,False,True,0.3,0.27,0.36,0.42,23,144,167
2011-12-28T17:00,winter,clear,False,True,0.28,0.27,0.38,0.25,25,225,250
2011-12-28T18:00,winter,clear,False,True,0.26,0.23,0.38,0.33,10,159,169
2011-12-28T19:00,winter,clear,False,True,0.24,0.23,0.41,0.25,16,135,151
2011-12-28T20:00,winter,clear,False,True,0.24,0.23,0.41,0.22,9,70,79
2011-12-28T21:00,winter,clear,False,True,0.22,0.23,0.44,0.13,7,63,70
2011-12-28T22:00,winter,clear,False,True,0.22,0.24,0.44,0.1,2,31,33
2011-12-28T23:00,winter,clear,False,True,0.22,0.21,0.44,0.25,3,36,39
2011-12-29T00:00,winter,mist,False,True,0.22,0.23,0.47,0.19,4,24,28
2011-12-29T01:00,winter,clear,False,True,0.22,0.21,0.47,0.22,0,15,15
2011-12-29T02:00,winter,clear,False,True,0.2,0.23,0.51,0.1,0,3,3
2011-12-29T03:00,winter,clear,False,True,0.2,0.2,0.55,0.19,0,2,2
2011-12-29T04:00,winter,clear,False,True,0.2,0.21,0.55,0.16,1,2,3
2011-12-29T05:00,winter,clear,False,True,0.2,0.23,0.55,0.1,0,10,10
2011-12-29T06:00,winter,clear,False,True,0.2,0.26,0.59,0.0,2,39,41
2011-12-29T07:00,winter,clear,False,True,0.18,0.21,0.64,0.09,2,104,106
2011-12-29T08:00,winter,mist,False,True,0.2,0.26,0.64,0.0,3,207,210
2011-12-29T09:00,winter,mist,False,True,0.2,0.21,0.64,0.13,15,155,170
2011-12-29T10:00,winter,mist,False,True,0.22,0.23,0.64,0.16,13,97,110
2011-12-29T11:00,winter,mist,False,True,0.24,0.26,0.6,0.09,23,99,122
2011-12-29T12:00,winter,mist,False,True,0.26,0.27,0.56,0.1,12,118,130
2011-12-29T13:00,winter,mist,False,True,0.28,0.29,0.52,0.1,36,95,131
2011-12-29T14:00,winter,mist,False,True,0.3,0.33,0.52,0.0,30,112,142
2011-12-29T15:00,winter,mist,False,True,0.3,0.32,0.52,0.09,27,150,177
2011-12-29T16:00,winter,clear,False,True,0.3,0.3,0.52,0.16,22,155,177
2011-12-29T17:00,winter,clear,False,True,0.3,0.3,0.61,0.16,14,226,240
2011-12-29T18:00,winter,clear,False,True,0.3,0.3,0.56,0.13,15,192,207
2011-12-29T19:00,winter,clear,False,True,0.3,0.32,0.56,0.1,11,124,135
2011-12-29T20:00,winter,clear,False,True,0.28,0.29,0.65,0.1,8,88,96
2011-12-29T21:00,winter,mist,False,True,0.28,0.29,0.61,0.13,8,60,68
2011-12-29T22:00,winter,clear,False,True,0.28,0.29,0.65,0.13,7,48,55
2011-12-29T23:00,winter,clear,False,True,0.3,0.3,0.65,0.16,1,44,45
2011-12-30T00:00,winter,clear,False,True,0.28,0.29,0.7,0.13,4,26,30
2011-12-30T01:00,winter,clear,False,True,0.26,0.29,0.65,0.09,9,11,20
2011-12-30T02:00,winter,clear,False,True,0.24,0.26,0.7,0.1,2,10,12
2011-12-30T03:00,winter,clear,False,True,0.24,0.26,0.7,0.1,0,6,6
2011-12-30T04:00,winter,clear,False,True,0.24,0.26,0.7,0.09,0,2,2
2011-12-30T05:00,winter,clear,False,True,0.22,0.26,0.75,0.09,0,10,10
2011-12-30T06:00,winter,clear,False,True,0.24,0.26,0.7,0.09,1,31,32
2011-12-30T07:00,winter,clear,False,True,0.24,0.26,0.75,0.09,3,92,95
2011-12-30T08:00,winter,mist,False,True,0.24,0.26,0.75,0.09,12,193,205
2011-12-30T09:00,winter,clear,False,True,0.26,0.3,0.75,0.0,19,175,194
2011-12-30T10:00,winter,clear,False,True,0.3,0.29,0.65,0.25,10,108,118
2011-12-30T11:00,winter,clear,False,True,0.32,0.32,0.66,0.19,45,126,171
2011-12-30T12:00,winter,clear,False,True,0.32,0.33,0.57,0.13,38,159,197
2011-12-30T13:00,winter,mist,False,True,0.36,0.35,0.53,0.13,53,154,207
2011-12-30T14:00,winter,mist,False,True,0.4,0.41,0.47,0.09,67,178,245
2011-12-30T15:00,winter,clear,False,True,0.42,0.42,0.44,0.0,56,236,292
2011-12-30T16:00,winter,clear,False,True,0.42,0.42,0.47,0.19,36,247,283
2011-12-30T17:00,winter,clear,False,True,0.38,0.39,0.54,0.16,54,188,242
2011-12-30T18:00,winter,clear,False,True,0.36,0.35,0.62,0.13,19,163,182
2011-12-30T19:00,winter,mist,False,True,0.34,0.3,0.49,0.42,16,96,112
2011-12-30T20:00,winter,mist,False,True,0.34,0.35,0.66,0.1,16,75,91
2011-12-30T21:00,winter,mist,False,True,0.36,0.36,0.66,0.1,11,84,95
2011-12-30T22:00,winter,mist,False,True,0.34,0.33,0.71,0.16,7,78,85
2011-12-30T23:00,winter,mist,False,True,0.36,0.33,0.66,0.25,13,60,73
2011-12-31T00:00,winter,mist,False,False,0.38,0.39,0.62,0.33,7,37,44
2011-12-31T01:00,winter,mist,False,False,0.4,0.41,0.62,0.28,4,31,35
2011-12-31T02:00,winter,mist,False,False,0.4,0.41,0.62,0.28,1,27,28
2011-12-31T03:00,winter,mist,False,False,0.4,0.41,0.62,0.28,1,17,18
2011-12-31T04:00,winter,clear,False,False,0.38,0.39,0.71,0.22,1,9,10
2011-12-31T05:00,winter,mist,False,False,0.36,0.35,0.76,0.22,1,0,1
2011-12-31T06:00,winter,mist,False,False,0.4,0.41,0.71,0.09,1,5,6
2011-12-31T07:00,winter,light rain,False,False,0.38,0.39,0.76,0.0,6,13,19
2011-12-31T08:00,winter,clear,False,False,0.34,0.33,0.81,0.13,7,42,49
2011-12-31T09:00,winter,clear,False,False,0.38,0.39,0.76,0.0,18,72,90
2011-12-31T10:00,winter,clear,False,False,0.4,0.41,0.76,0.16,20,108,128
2011-12-31T11:00,winter,clear,False,False,0.42,0.42,0.71,0.16,65,152,217
2011-12-31T12:00,winter,clear,False,False,0.52,0.5,0.39,0.3,93,180,273
2011-12-31T13:00,winter,clear,False,False,0.5,0.48,0.42,0.49,108,205,313
2011-12-31T14:00,winter,clear,False,False,0.46,0.45,0.51,0.33,115,185,300
2011-12-31T15:00,winter,clear,False,False,0.46,0.45,0.47,0.49,89,164,253
2011-12-31T16:00,winter,clear,False,False,0.44,0.44,0.51,0.39,52,143,195
2011-12-31T17:00,winter,clear,False,False,0.42,0.42,0.54,0.19,28,101,129
2011-12-31T18:00,winter,clear,False,False,0.42,0.42,0.54,0.13,13,80,93
2011-12-31T19:00,winter,clear,False,False,0.42,0.42,0.54,0.22,19,73,92
2011-12-31T20:00,winter,clear,False,False,0.42,0.42,0.54,0.22,8,63,71
2011-12-31T21:00,winter,clear,False,False,0.4,0.41,0.58,0.19,2,50,52
2011-12-31T22:00,winter,clear,False,False,0.38,0.39,0.62,0.13,2,36,38
2011-12-31T23:00,winter,clear,False,False,0.36,0.38,0.66,0.0,4,27,31
2012-01-01T00:00,winter,clear,False,False,0.36,0.38,0.66,0.0,5,43,48
2012-01-01T01:00,winter,clear,False,False,0.36,0.35,0.66,0.13,15,78,93
2012-01-01T02:00,winter,clear,False,False,0.32,0.35,0.76,0.0,16,59,75
2012-01-01T03:00,winter,clear,False,False,0.3,0.33,0.81,0.0,11,41,52
2012-01-01T04:00,winter,clear,False,False,0.28,0.3,0.81,0.09,0,8,8
2012-01-01T05:00,winter,clear,False,False,0.28,0.29,0.81,0.1,0,5,5
2012-01-01T06:00,winter,clear,False,False,0.26,0.27,0.93,0.13,1,1,2
2012-01-01T07:00,winter,clear,False,False,0.26,0.26,0.93,0.16,1,6,7
2012-01-01T08:00,winter,clear,False,False,0.26,0.27,0.87,0.1,4,10,14
2012-01-01T09:00,winter,clear,False,False,0.26,0.27,0.93,0.1,13,27,40
2012-01-01T10:00,winter,clear,False,False,0.3,0.32,0.81,0.1,18,52,70
2012-01-01T11:00,winter,clear,False,False,0.34,0.33,0.76,0.13,40,98,138
2012-01-01T12:00,winter,clear,False,False,0.4,0.41,0.62,0.28,58,143,201
2012-01-01T13:00,winter,clear,False,False,0.42,0.42,0.58,0.28,82,141,223
2012-01-01T14:00,winter,clear,False,False,0.44,0.44,0.54,0.3,120,147,267
2012-01-01T15:00,winter,clear,False,False,0.46,0.45,0.51,0.3,101,164,265
2012-01-01T16:00,winter,mist,False,False,0.44,0.44,0.54,0.3,68,147,215
2012-01-01T17:00,winter,mist,False,False,0.48,0.47,0.48,0.16,36,75,111
2012-01-01T18:00,winter,light rain,False,False,0.46,0.45,0.59,0.25,25,81,106
2012-01-01T19:00,winter,light rain,False,False,0.42,0.42,0.67,0.39,20,85,105
2012-01-01T20:00,winter,mist,False,False,0.44,0.44,0.62,0.3,25,58,83
2012-01-01T21:00,winter,mist,False,False,0.44,0.44,0.67,0.25,10,61,71
2012-01-01T22:00,winter,clear,False,False,0.46,0.45,0.55,0.42,13,53,66
2012-01-01T23:00,winter,clear,False,False,0.44,0.44,0.51,0.3,4,25,29
2012-01-02T00:00,winter,clear,True,False,0.4,0.41,0.4,0.46,8,31,39
2012-01-02T01:00,winter,clear,True,False,0.36,0.33,0.43,0.42,1,11,12
2012-01-02T02:00,winter,clear,True,False,0.36,0.32,0.34,0.45,1,6,7
2012-01-02T04:00,winter,clear,True,False,0.28,0.26,0.45,0.33,0,4,4
2012-01-02T05:00,winter,clear,True,False,0.28,0.26,0.45,0.33,1,3,4
2012-01-02T06:00,winter,clear,True,False,0.26,0.23,0.41,0.39,0,14,14
2012-01-02T07:00,winter,clear,True,False,0.24,0.21,0.32,0.39,0,16,16
2012-01-02T08:00,winter,clear,True,False,0.24,0.23,0.35,0.25,2,51,53
2012-01-02T09:00,winter,clear,True,False,0.24,0.26,0.35,0.0,15,53,68
2012-01-02T10:00,winter,clear,True,False,0.26,0.24,0.35,0.28,20,89,109
2012-01-02T11:00,winter,clear,True,False,0.26,0.21,0.35,0.49,33,142,175
2012-01-02T12:00,winter,clear,True,False,0.28,0.27,0.36,0.25,41,161,202
2012-01-02T13:00,winter,clear,True,False,0.3,0.27,0.36,0.3,26,150,176
2012-01-02T14:00,winter,clear,True,False,0.3,0.27,0.36,0.42,10,141,151
2012-01-02T15:00,winter,clear,True,False,0.28,0.24,0.38,0.45,29,139,168
2012-01-02T16:00,winter,clear,True,False,0.26,0.23,0.35,0.42,10,144,154
2012-01-02T17:00,winter,clear,True,False,0.26,0.23,0.35,0.39,17,136,153
2012-01-02T18:00,winter,clear,True,False,0.26,0.24,0.33,0.25,13,113,126
2012-01-02T19:00,winter,clear,True,False,0.24,0.23,0.38,0.22,4,89,93
2012-01-02T20:00,winter,clear,True,False,0.24,0.23,0.41,0.22,5,83,88
2012-01-02T21:00,winter,mist,True,False,0.24,0.21,0.41,0.33,3,63,66
2012-01-02T22:00,winter,mist,True,False,0.22,0.21,0.44,0.28,3,36,39
2012-01-02T23:00,winter,clear,True,False,0.22,0.21,0.44,0.25,2,32,34
2012-01-03T00:00,winter,clear,False,True,0.2,0.2,0.51,0.25,0,13,13
2012-01-03T01:00,winter,clear,False,True,0.18,0.18,0.55,0.22,1,5,6
2012-01-03T02:00,winter,clear,False,True,0.18,0.17,0.51,0.25,0,3,3
2012-01-03T03:00,winter,clear,False,True,0.16,0.14,0.55,0.28,0,2,2
2012-01-03T04:00,winter,clear,False,True,0.16,0.15,0.55,0.25,0,5,5
2012-01-03T05:00,winter,clear,False,True,0.14,0.14,0.54,0.19,0,12,12
2012-01-03T06:00,winter,clear,False,True,0.14,0.12,0.59,0.28,4,81,85
2012-01-03T07:00,winter,clear,False,True,0.14,0.12,0.59,0.25,2,168,170
2012-01-03T08:00,winter,clear,False,True,0.16,0.14,0.55,0.28,5,349,354
2012-01-03T09:00,winter,clear,False,True,0.16,0.14,0.5,0.28,8,145,153
2012-01-03T10:00,winter,clear,False,True,0.16,0.12,0.47,0.46,5,55,60
2012-01-03T11:00,winter,clear,False,True,0.18,0.14,0.37,0.52,12,63,75
2012-01-03T12:00,winter,clear,False,True,0.18,0.14,0.37,0.52,4,70,74
2012-01-03T13:00,winter,clear,False,True,0.18,0.12,0.34,0.66,5,68,73
2012-01-03T14:00,winter,clear,False,True,0.16,0.12,0.43,0.52,7,72,79
2012-01-03T15:00,winter,clear,False,True,0.16,0.12,0.37,0.42,9,68,77
2012-01-03T16:00,winter,clear,False,True,0.14,0.09,0.39,0.58,7,129,136
2012-01-03T17:00,winter,clear,False,True,0.14,0.11,0.26,0.46,4,241,245
2012-01-03T18:00,winter,clear,False,True,0.14,0.09,0.26,0.52,10,214,224
2012-01-03T19:00,winter,clear,False,True,0.12,0.09,0.28,0.42,4,152,156
2012-01-03T20:00,winter,clear,False,True,0.12,0.12,0.33,0.25,0,115,115
2012-01-03T21:00,winter,clear,False,True,0.1,0.11,0.36,0.22,2,66,68
2012-01-03T22:00,winter,clear,False,True,0.1,0.11,0.46,0.25,0,33,33
2012-01-03T23:00,winter,clear,False,True,0.1,0.08,0.46,0.39,0,18,18
2012-01-04T00:00,winter,clear,False,True,0.08,0.06,0.42,0.33,0,9,9
2012-01-04T01:00,winter,clear,False,True,0.04,0.03,0.38,0.3,0,3,3
2012-01-04T02:00,winter,clear,False,True,0.02,0.02,0.34,0.28,0,1,1
2012-01-04T03:00,winter,clear,False,True,0.02,0.02,0.34,0.28,0,1,1
2012-01-04T04:00,winter,clear,False,True,0.02,0.05,0.41,0.19,0,2,2
2012-01-04T05:00,winter,clear,False,True,0.02,0.05,0.41,0.19,0,14,14
2012-01-04T06:00,winter,clear,False,True,0.02,0.05,0.41,0.16,0,59,59
2012-01-04T07:00,winter,clear,False,True,0.02,0.05,0.44,0.19,1,151,152
2012-01-04T08:00,winter,clear,False,True,0.02,0.06,0.44,0.13,5,310,315
2012-01-04T09:00,winter,clear,False,True,0.04,0.06,0.45,0.13,7,173,180
2012-01-04T10:00,winter,clear,False,True,0.06,0.11,0.45,0.0,7,57,64
2012-01-04T11:00,winter,mist,False,True,0.08,0.12,0.42,0.09,6,40,46
2012-01-04T12:00,winter,mist,False,True,0.1,0.11,0.46,0.19,9,75,84
2012-01-04T13:00,winter,mist,False,True,0.14,0.12,0.43,0.25,9,82,91
2012-01-04T14:00,winter,mist,False,True,0.14,0.12,0.46,0.25,6,69,75
2012-01-04T15:00,winter,mist,False,True,0.18,0.15,0.37,0.33,9,81,90
2012-01-04T16:00,winter,mist,False,True,0.18,0.17,0.4,0.28,8,123,131
2012-01-04T17:00,winter,mist,False,True,0.2,0.2,0.4,0.19,9,272,281
2012-01-04T18:00,winter,mist,False,True,0.2,0.21,0.37,0.13,9,280,289
2012-01-04T19:00,winter,mist,False,True,0.2,0.23,0.4,0.1,2,182,184
2012-01-04T20:00,winter,mist,False,True,0.2,0.2,0.4,0.19,2,121,123
2012-01-04T21:00,winter,mist,False,True,0.2,0.26,0.44,0.0,2,88,90
2012-01-04T22:00,winter,mist,False,True,0.2,0.23,0.47,0.09,4,48,52
2012-01-04T23:00,winter,mist,False,True,0.2,0.23,0.44,0.1,0,32,32
2012-01-05T00:00,winter,mist,False,True,0.22,0.23,0.47,0.19,1,13,14
2012-01-05T01:00,winter,clear,False,True,0.2,0.23,0.51,0.09,0,5,5
2012-01-05T02:00,winter,clear,False,True,0.2,0.23,0.51,0.09,0,4,4
2012-01-05T03:00,winter,clear,False,True,0.2,0.26,0.61,0.0,0,4,4
2012-01-05T04:00,winter,mist,False,True,0.2,0.23,0.59,0.09,0,5,5
2012-01-05T05:00,winter,mist,False,True,0.2,0.23,0.59,0.09,0,26,26
2012-01-05T06:00,winter,mist,False,True,0.2,0.21,0.75,0.13,0,78,78
2012-01-05T07:00,winter,mist,False,True,0.2,0.23,0.69,0.09,3,212,215
2012-01-05T08:00,winter,mist,False,True,0.2,0.26,0.75,0.0,11,377,388
2012-01-05T09:00,winter,mist,False,True,0.22,0.27,0.69,0.0,7,220,227
2012-01-05T10:00,winter,mist,False,True,0.24,0.26,0.52,0.09,5,81,86
2012-01-05T11:00,winter,clear,False,True,0.3,0.33,0.49,0.0,6,78,84
2012-01-05T12:00,winter,clear,False,True,0.3,0.29,0.49,0.25,6,114,120
2012-01-05T13:00,winter,clear,False,True,0.34,0.3,0.42,0.3,6,112,118
2012-01-05T14:00,winter,clear,False,True,0.34,0.32,0.39,0.28,13,104,117
2012-01-05T15:00,winter,clear,False,True,0.36,0.33,0.34,0.28,6,113,119
2012-01-05T16:00,winter,clear,False,True,0.36,0.33,0.34,0.28,19,178,197
2012-01-05T17:00,winter,mist,False,True,0.36,0.35,0.34,0.19,19,393,412
2012-01-05T18:00,winter,clear,False,True,0.34,0.33,0.36,0.16,9,374,383
2012-01-05T19:00,winter,clear,False,True,0.34,0.35,0.34,0.09,10,255,265
2012-01-05T20:00,winter,clear,False,True,0.3,0.33,0.49,0.0,5,172,177
2012-01-05T21:00,winter,clear,False,True,0.26,0.27,0.6,0.13,9,88,97
2012-01-05T22:00,winter,clear,False,True,0.26,0.26,0.6,0.16,1,70,71
2012-01-05T23:00,winter,clear,False,True,0.24,0.26,0.7,0.1,4,56,60
2012-01-06T00:00,winter,clear,False,True,0.22,0.26,0.75,0.09,1,24,25
2012-01-06T01:00,winter,clear,False,True,0.22,0.27,0.75,0.0,2,6,8
2012-01-06T02:00,winter,clear,False,True,0.22,0.23,0.69,0.16,2,3,5
2012-01-06T03:00,winter,clear,False,True,0.22,0.24,0.69,0.1,1,3,4
2012-01-06T04:00,winter,clear,False,True,0.22,0.23,0.69,0.13,0,3,3
2012-01-06T05:00,winter,mist,False,True,0.2,0.21,0.8,0.13,0,13,13
2012-01-06T06:00,winter,mist,False,True,0.22,0.24,0.73,0.1,1,69,70
2012-01-06T07:00,winter,mist,False,True,0.24,0.29,0.65,0.0,4,201,205
2012-01-06T08:00,winter,clear,False,True,0.24,0.24,0.7,0.13,11,436,447
2012-01-06T09:00,winter,clear,False,True,0.24,0.24,0.7,0.16,4,237,241
2012-01-06T10:00,winter,clear,False,True,0.26,0.26,0.65,0.19,14,102,116
2012-01-06T11:00,winter,clear,False,True,0.3,0.3,0.56,0.16,8,130,138
2012-01-06T12:00,winter,clear,False,True,0.36,0.33,0.5,0.25,23,168,191
2012-01-06T13:00,winter,clear,False,True,0.4,0.41,0.43,0.28,16,188,204
2012-01-06T14:00,winter,clear,False,True,0.46,0.45,0.36,0.19,26,152,178
2012-01-06T15:00,winter,clear,False,True,0.52,0.5,0.27,0.25,44,178,222
